,省份,日期,住院人数
0,湖北,2020-01-10,38
1,湖北,2020-01-11,34
2,湖北,2020-01-12,33
3,湖北,2020-01-15,27
4,湖北,2020-01-16,28
5,湖北,2020-01-17,41
6,湖北,2020-01-18,94
7,湖北,2020-01-19,169
8,湖北,2020-01-20,227
9,湖北,2020-01-21,326
10,湖北,2020-01-22,380
11,湖北,2020-01-23,441
12,湖北,2020-01-24,502
13,湖北,2020-01-25,533
14,湖北,2020-01-26,593
15,湖北,2020-01-27,1463
16,湖北,2020-01-28,1759
17,湖北,2020-01-29,2083
18,湖北,2020-01-30,2410
19,湖北,2020-01-31,2917
20,湖北,2020-02-01,3747
21,湖北,2020-02-02,4686
22,湖北,2020-02-03,5801
23,湖北,2020-02-04,7654
24,湖北,2020-02-05,9305
25,湖北,2020-02-06,10639
26,湖北,2020-02-07,12393
27,湖北,2020-02-08,13530
28,湖北,2020-02-09,15210
29,湖北,2020-02-10,16533
30,湖北,2020-02-11,17394
31,湖北,2020-02-12,29271
32,湖北,2020-02-13,32723
33,湖北,2020-02-14,34053
34,湖北,2020-02-15,35078
35,湖北,2020-02-16,36149
36,湖北,2020-02-17,36916
37,湖北,2020-02-18,37784
38,湖北,2020-02-19,37783
39,湖北,2020-02-20,37237
40,湖北,2020-02-21,36470
41,湖北,2020-02-22,35996
42,湖北,2020-02-23,35441
43,湖北,2020-02-24,34458
44,湖北,2020-02-25,33330
45,湖北,2020-02-26,32159
46,湖北,2020-02-27,29946
47,湖北,2020-02-28,28603
48,湖北,2020-02-29,27467
49,湖北,2020-03-01,25670
50,湖北,2020-03-02,23911
51,湖北,2020-03-03,22135
52,湖北,2020-03-04,20817
53,湖北,2020-03-05,19882
54,湖北,2020-03-06,18778
55,湖北,2020-03-07,17539
56,湖北,2020-03-08,16394
57,湖北,2020-03-09,15499
58,湖北,2020-03-10,14291
59,湖北,2020-03-11,13239
60,湖北,2020-03-12,12135
61,湖北,2020-03-13,10875
62,湖北,2020-03-14,9758
63,湖北,2020-03-15,8997
64,湖北,2020-03-16,8151
65,湖北,2020-03-17,7342
66,湖北,2020-03-18,6623
67,湖北,2020-03-19,6001
68,湖北,2020-03-20,5493
69,湖北,2020-03-21,5026
70,湖北,2020-03-22,4583
71,湖北,2020-03-23,4151
72,湖北,2020-03-24,3777
73,湖北,2020-03-25,3455
74,湖北,2020-03-26,2928
75,湖北,2020-03-27,2665
76,湖北,2020-03-28,2293
77,湖北,2020-03-29,2074
78,湖北,2020-03-30,1904
79,湖北,2020-03-31,1827
80,湖北,2020-04-01,1776
81,湖北,2020-04-02,1731
82,湖北,2020-04-03,1678
83,湖北,2020-04-04,1602
84,湖北,2020-04-05,1532
85,湖北,2020-04-06,1473
86,湖北,2020-04-07,1403
87,湖北,2020-04-08,1356
88,湖北,2020-04-09,1306
89,湖北,2020-04-10,1277
90,湖北,2020-04-11,1260
91,湖北,2020-04-12,1201
92,湖北,2020-04-13,1176
93,湖北,2020-04-14,1137
94,湖北,2020-04-15,1104
95,湖北,2020-04-16,129
96,湖北,2020-04-17,122
97,湖北,2020-04-18,109
98,湖北,2020-04-19,105
99,湖北,2020-04-20,102
100,湖北,2020-04-21,97
101,湖北,2020-04-22,69
102,湖北,2020-04-23,47
103,湖北,2020-04-24,23
104,湖北,2020-04-25,12
105,湖北,2020-04-26,0
106,湖北,2020-05-09,1
107,湖北,2020-05-10,6
108,湖北,2020-05-18,7
109,湖北,2020-05-24,6
110,湖北,2020-05-26,5
111,湖北,2020-05-29,4
112,湖北,2020-05-31,3
113,湖北,2020-06-04,0
114,北京,2020-01-19,2
115,北京,2020-01-24,1
116,北京,2020-01-25,0
117,北京,2020-01-26,3
118,北京,2020-01-27,5
119,北京,2020-01-28,8
120,北京,2020-01-30,14
121,北京,2020-01-31,17
122,北京,2020-02-01,19
123,北京,2020-02-02,26
124,北京,2020-02-03,27
125,北京,2020-02-05,30
126,北京,2020-02-06,32
127,北京,2020-02-08,33
128,北京,2020-02-09,34
129,北京,2020-02-11,35
130,北京,2020-02-12,36
131,北京,2020-02-13,37
132,北京,2020-06-13,41
133,北京,2020-06-14,48
134,北京,2020-06-15,49
135,北京,2020-06-16,54
136,北京,2020-06-17,60
137,北京,2020-06-18,65
138,北京,2020-06-19,73
139,北京,2020-06-20,81
140,北京,2020-06-22,84
141,北京,2020-06-23,85
142,北京,2020-06-24,89
143,北京,2020-06-25,90
144,北京,2020-06-26,92
145,北京,2020-06-27,96
146,北京,2020-06-28,98
147,北京,2020-06-29,99
148,北京,2020-06-30,102
149,广东,2020-01-19,1
150,广东,2020-01-20,9
151,广东,2020-01-21,14
152,广东,2020-01-22,15
153,广东,2020-01-23,13
154,广东,2020-01-24,18
155,广东,2020-01-25,25
156,广东,2020-01-26,34
157,广东,2020-01-27,45
158,广东,2020-01-28,59
159,广东,2020-01-29,82
160,广东,2020-01-30,106
161,广东,2020-01-31,166
162,广东,2020-02-01,191
163,广东,2020-02-02,221
164,广东,2020-02-03,259
165,广东,2020-02-04,276
166,广东,2020-02-05,298
167,广东,2020-02-06,312
168,广东,2020-02-07,320
169,广东,2020-02-08,325
170,广东,2020-02-09,322
171,广东,2020-02-10,319
172,广东,2020-02-11,320
173,广东,2020-02-12,310
174,广东,2020-02-13,306
175,广东,2020-02-14,302
176,广东,2020-02-15,299
177,广东,2020-02-16,282
178,广东,2020-02-17,262
179,广东,2020-02-18,251
180,广东,2020-02-19,232
181,广东,2020-02-20,215
182,广东,2020-02-21,193
183,广东,2020-02-22,188
184,广东,2020-02-23,177
185,广东,2020-02-24,165
186,广东,2020-02-25,152
187,广东,2020-02-26,143
188,广东,2020-02-27,133
189,广东,2020-03-01,94
190,广东,2020-03-02,82
191,广东,2020-03-03,73
192,广东,2020-03-05,56
193,广东,2020-03-07,46
194,广东,2020-03-08,41
195,广东,2020-03-09,33
196,广东,2020-03-10,27
197,广东,2020-03-11,22
198,广东,2020-03-13,19
199,广东,2020-03-14,18
200,广东,2020-03-15,13
201,广东,2020-03-17,11
202,广东,2020-03-18,7
203,广东,2020-03-20,4
204,广东,2020-03-22,3
205,广东,2020-03-23,0
206,广东,2020-03-31,1
207,广东,2020-04-05,2
208,广东,2020-04-16,3
209,广东,2020-04-17,4
210,广东,2020-04-18,5
211,广东,2020-04-28,6
212,北京,2020-01-20,2
213,北京,2020-01-24,3
214,北京,2020-01-25,5
215,北京,2020-01-26,7
216,北京,2020-01-28,8
217,北京,2020-01-29,9
218,北京,2020-01-30,12
219,北京,2020-02-02,13
220,北京,2020-02-03,14
221,北京,2020-02-04,15
222,北京,2020-02-06,17
223,北京,2020-02-09,18
224,北京,2020-02-10,19
225,北京,2020-02-12,24
226,北京,2020-02-15,25
227,北京,2020-02-17,29
228,北京,2020-06-25,30
229,浙江,2020-01-20,1
230,浙江,2020-01-22,6
231,浙江,2020-01-24,12
232,浙江,2020-01-25,27
233,浙江,2020-01-27,32
234,浙江,2020-01-28,51
235,浙江,2020-01-29,69
236,浙江,2020-01-30,85
237,浙江,2020-01-31,98
238,浙江,2020-02-01,108
239,浙江,2020-02-02,116
240,浙江,2020-02-03,125
241,浙江,2020-02-04,133
242,浙江,2020-02-05,130
243,浙江,2020-02-06,134
244,浙江,2020-02-07,131
245,浙江,2020-02-08,125
246,浙江,2020-02-09,114
247,浙江,2020-02-10,109
248,浙江,2020-02-11,108
249,浙江,2020-02-12,99
250,浙江,2020-02-13,96
251,浙江,2020-02-14,93
252,浙江,2020-02-15,91
253,浙江,2020-02-16,87
254,浙江,2020-02-17,74
255,浙江,2020-02-18,70
256,浙江,2020-02-19,61
257,浙江,2020-02-20,58
258,浙江,2020-02-21,48
259,浙江,2020-02-22,46
260,浙江,2020-02-23,38
261,浙江,2020-02-24,33
262,浙江,2020-02-25,30
263,浙江,2020-02-26,24
264,浙江,2020-02-27,18
265,浙江,2020-02-28,10
266,浙江,2020-02-29,5
267,浙江,2020-03-01,4
268,浙江,2020-03-02,9
269,浙江,2020-03-04,5
270,浙江,2020-03-05,4
271,浙江,2020-03-08,1
272,浙江,2020-03-10,0
273,浙江,2020-03-13,12
274,浙江,2020-03-15,10
275,湖北,2020-01-20,12
276,湖北,2020-01-24,64
277,湖北,2020-01-25,118
278,湖北,2020-01-26,148
279,湖北,2020-01-27,205
280,湖北,2020-01-28,315
281,湖北,2020-01-29,477
282,湖北,2020-01-30,553
283,湖北,2020-01-31,693
284,湖北,2020-02-01,958
285,湖北,2020-02-02,1195
286,湖北,2020-02-03,1360
287,湖北,2020-02-04,1566
288,湖北,2020-02-05,1714
289,湖北,2020-02-06,1795
290,湖北,2020-02-07,1898
291,湖北,2020-02-08,1959
292,湖北,2020-02-09,2016
293,湖北,2020-02-10,1999
294,湖北,2020-02-11,2004
295,湖北,2020-02-12,2141
296,湖北,2020-02-13,2226
297,湖北,2020-02-14,2136
298,湖北,2020-02-15,2030
299,湖北,2020-02-16,1910
300,湖北,2020-02-17,1801
301,湖北,2020-02-18,1700
302,湖北,2020-02-19,1630
303,湖北,2020-02-20,1519
304,湖北,2020-02-21,1396
305,湖北,2020-02-22,1266
306,湖北,2020-02-23,1142
307,湖北,2020-02-24,1038
308,湖北,2020-02-25,945
309,湖北,2020-02-26,846
310,湖北,2020-02-27,749
311,湖北,2020-02-28,670
312,湖北,2020-02-29,619
313,湖北,2020-03-01,529
314,湖北,2020-03-02,445
315,湖北,2020-03-03,380
316,湖北,2020-03-04,314
317,湖北,2020-03-05,259
318,湖北,2020-03-06,200
319,湖北,2020-03-07,155
320,湖北,2020-03-08,141
321,湖北,2020-03-09,125
322,湖北,2020-03-10,98
323,湖北,2020-03-11,77
324,湖北,2020-03-12,62
325,湖北,2020-03-13,52
326,湖北,2020-03-14,44
327,湖北,2020-03-15,32
328,湖北,2020-03-16,26
329,湖北,2020-03-17,3
330,湖北,2020-03-18,0
331,广东,2020-01-20,1
332,广东,2020-01-23,5
333,广东,2020-01-24,7
334,广东,2020-01-25,8
335,广东,2020-01-27,11
336,广东,2020-01-28,11
337,广东,2020-01-29,16
338,广东,2020-01-31,19
339,广东,2020-02-01,22
340,广东,2020-02-02,27
341,广东,2020-02-03,28
342,广东,2020-02-04,30
343,广东,2020-02-05,34
344,广东,2020-02-06,38
345,广东,2020-02-07,40
346,广东,2020-02-08,46
347,广东,2020-02-09,49
348,广东,2020-02-10,49
349,广东,2020-02-11,50
350,广东,2020-02-12,48
351,广东,2020-02-13,42
352,广东,2020-02-14,40
353,广东,2020-02-15,32
354,广东,2020-02-17,25
355,广东,2020-02-18,26
356,广东,2020-02-19,24
357,广东,2020-02-20,21
358,广东,2020-02-21,19
359,广东,2020-02-22,16
360,广东,2020-02-25,13
361,广东,2020-02-26,10
362,广东,2020-02-27,8
363,广东,2020-02-28,7
364,广东,2020-02-29,4
365,广东,2020-03-01,2
366,广东,2020-03-03,0
367,浙江,2020-01-20,1
368,浙江,2020-01-22,6
369,浙江,2020-01-23,18
370,浙江,2020-01-24,20
371,浙江,2020-01-25,21
372,浙江,2020-01-26,22
373,浙江,2020-01-28,40
374,浙江,2020-01-29,64
375,浙江,2020-01-30,81
376,浙江,2020-01-31,94
377,浙江,2020-02-01,96
378,浙江,2020-02-02,102
379,浙江,2020-02-03,104
380,浙江,2020-02-04,111
381,浙江,2020-02-05,110
382,浙江,2020-02-06,115
383,浙江,2020-02-07,116
384,浙江,2020-02-08,113
385,浙江,2020-02-09,114
386,浙江,2020-02-10,108
387,浙江,2020-02-11,105
388,浙江,2020-02-12,98
389,浙江,2020-02-13,95
390,浙江,2020-02-14,92
391,浙江,2020-02-15,86
392,浙江,2020-02-16,83
393,浙江,2020-02-17,82
394,浙江,2020-02-18,77
395,浙江,2020-02-19,72
396,浙江,2020-02-20,69
397,浙江,2020-02-21,62
398,浙江,2020-02-22,54
399,浙江,2020-02-23,48
400,浙江,2020-02-26,45
401,浙江,2020-02-27,43
402,浙江,2020-02-28,40
403,浙江,2020-02-29,39
404,浙江,2020-03-01,38
405,浙江,2020-03-02,34
406,浙江,2020-03-03,26
407,浙江,2020-03-04,19
408,浙江,2020-03-05,17
409,浙江,2020-03-06,16
410,浙江,2020-03-07,12
411,浙江,2020-03-08,9
412,浙江,2020-03-09,7
413,浙江,2020-03-10,2
414,浙江,2020-03-11,0
415,浙江,2020-06-16,1
416,上海,2020-01-20,1
417,上海,2020-01-24,0
418,上海,2020-01-25,1
419,上海,2020-01-26,0
420,上海,2020-01-27,30
421,上海,2020-01-28,36
422,上海,2020-01-29,43
423,上海,2020-01-30,53
424,上海,2020-01-31,63
425,上海,2020-02-01,69
426,上海,2020-02-02,71
427,上海,2020-02-03,74
428,上海,2020-02-04,79
429,上海,2020-02-05,80
430,上海,2020-02-06,78
431,上海,2020-02-07,78
432,上海,2020-02-08,77
433,上海,2020-02-09,76
434,上海,2020-02-10,74
435,上海,2020-02-11,73
436,上海,2020-02-13,75
437,上海,2020-02-14,74
438,上海,2020-02-15,61
439,上海,2020-02-16,56
440,上海,2020-02-17,51
441,上海,2020-02-18,46
442,上海,2020-02-19,44
443,上海,2020-02-20,41
444,上海,2020-02-21,37
445,上海,2020-02-22,34
446,上海,2020-02-23,30
447,上海,2020-02-24,25
448,上海,2020-02-25,22
449,上海,2020-02-27,20
450,上海,2020-02-29,17
451,上海,2020-03-01,16
452,上海,2020-03-02,15
453,上海,2020-03-03,14
454,上海,2020-03-04,13
455,上海,2020-03-06,12
456,上海,2020-03-07,11
457,上海,2020-03-10,8
458,上海,2020-03-11,7
459,上海,2020-03-13,5
460,上海,2020-05-17,6
461,上海,2020-05-20,7
462,上海,2020-05-27,6
463,上海,2020-06-01,5
464,北京,2020-01-20,1
465,北京,2020-01-22,2
466,北京,2020-01-23,7
467,北京,2020-01-24,11
468,北京,2020-02-02,19
469,北京,2020-02-03,20
470,北京,2020-02-04,21
471,北京,2020-02-06,24
472,北京,2020-02-09,25
473,浙江,2020-01-20,2
474,浙江,2020-01-21,4
475,浙江,2020-01-22,5
476,浙江,2020-01-24,9
477,浙江,2020-01-25,17
478,浙江,2020-01-26,31
479,浙江,2020-01-27,59
480,浙江,2020-01-28,111
481,浙江,2020-01-29,169
482,浙江,2020-01-30,220
483,浙江,2020-01-31,233
484,浙江,2020-02-01,255
485,浙江,2020-02-02,276
486,浙江,2020-02-03,323
487,浙江,2020-02-04,336
488,浙江,2020-02-05,368
489,浙江,2020-02-06,385
490,浙江,2020-02-07,389
491,浙江,2020-02-08,378
492,浙江,2020-02-09,386
493,浙江,2020-02-10,375
494,浙江,2020-02-11,374
495,浙江,2020-02-12,370
496,浙江,2020-02-13,356
497,浙江,2020-02-14,340
498,浙江,2020-02-15,333
499,浙江,2020-02-16,321
500,浙江,2020-02-17,310
501,浙江,2020-02-18,296
502,浙江,2020-02-19,276
503,浙江,2020-02-20,258
504,浙江,2020-02-21,235
505,浙江,2020-02-22,223
506,浙江,2020-02-23,211
507,浙江,2020-02-24,197
508,浙江,2020-02-25,186
509,浙江,2020-02-26,149
510,浙江,2020-02-27,119
511,浙江,2020-02-28,98
512,浙江,2020-02-29,71
513,浙江,2020-03-01,56
514,浙江,2020-03-02,47
515,浙江,2020-03-03,37
516,浙江,2020-03-04,25
517,浙江,2020-03-05,21
518,浙江,2020-03-06,16
519,浙江,2020-03-07,15
520,浙江,2020-03-08,11
521,浙江,2020-03-09,10
522,浙江,2020-03-10,4
523,浙江,2020-03-11,2
524,浙江,2020-03-16,0
525,广东,2020-01-20,1
526,广东,2020-01-21,2
527,广东,2020-01-25,4
528,广东,2020-01-26,5
529,广东,2020-01-28,7
530,广东,2020-01-29,8
531,广东,2020-01-30,10
532,广东,2020-01-31,12
533,广东,2020-02-01,13
534,广东,2020-02-03,14
535,广东,2020-02-04,17
536,广东,2020-02-05,15
537,广东,2020-02-07,16
538,广东,2020-02-08,15
539,广东,2020-02-10,14
540,广东,2020-02-11,12
541,广东,2020-02-13,11
542,广东,2020-02-20,10
543,广东,2020-02-23,8
544,广东,2020-02-27,5
545,广东,2020-03-02,3
546,广东,2020-03-04,2
547,浙江,2020-01-20,1
548,浙江,2020-01-24,2
549,浙江,2020-01-26,4
550,浙江,2020-01-28,6
551,浙江,2020-01-30,6
552,浙江,2020-02-02,5
553,浙江,2020-02-05,4
554,浙江,2020-02-06,3
555,浙江,2020-02-07,2
556,浙江,2020-02-10,5
557,浙江,2020-02-25,4
558,浙江,2020-02-27,3
559,浙江,2020-02-29,2
560,浙江,2020-03-02,0
561,广东,2020-01-20,3
562,广东,2020-01-21,4
563,广东,2020-01-23,8
564,广东,2020-01-24,10
565,广东,2020-01-26,12
566,广东,2020-01-28,14
567,广东,2020-01-29,18
568,广东,2020-01-30,25
569,广东,2020-01-31,37
570,广东,2020-02-01,40
571,广东,2020-02-02,50
572,广东,2020-02-03,63
573,广东,2020-02-04,68
574,广东,2020-02-05,69
575,广东,2020-02-07,78
576,广东,2020-02-08,79
577,广东,2020-02-09,76
578,广东,2020-02-10,72
579,广东,2020-02-11,70
580,广东,2020-02-12,68
581,广东,2020-02-13,64
582,广东,2020-02-14,61
583,广东,2020-02-15,59
584,广东,2020-02-16,56
585,广东,2020-02-17,55
586,广东,2020-02-18,52
587,广东,2020-02-20,48
588,广东,2020-02-21,45
589,广东,2020-02-23,43
590,广东,2020-02-24,41
591,广东,2020-02-25,38
592,广东,2020-02-26,36
593,广东,2020-02-27,34
594,广东,2020-02-28,26
595,广东,2020-02-29,22
596,广东,2020-03-01,17
597,广东,2020-03-02,16
598,广东,2020-03-03,15
599,广东,2020-03-04,14
600,广东,2020-03-05,7
601,广东,2020-03-06,2
602,广东,2020-03-11,0
603,四川,2020-01-21,1
604,四川,2020-01-22,4
605,四川,2020-01-23,7
606,四川,2020-01-24,16
607,四川,2020-01-25,22
608,四川,2020-01-26,33
609,四川,2020-01-27,37
610,四川,2020-01-28,46
611,四川,2020-01-29,57
612,四川,2020-01-30,67
613,四川,2020-01-31,68
614,四川,2020-02-01,69
615,四川,2020-02-02,66
616,四川,2020-02-03,76
617,四川,2020-02-04,74
618,四川,2020-02-05,77
619,四川,2020-02-06,76
620,四川,2020-02-07,78
621,四川,2020-02-08,84
622,四川,2020-02-09,84
623,四川,2020-02-10,82
624,四川,2020-02-11,83
625,四川,2020-02-12,88
626,四川,2020-02-13,91
627,四川,2020-02-14,94
628,四川,2020-02-15,88
629,四川,2020-02-16,84
630,四川,2020-02-17,81
631,四川,2020-02-18,77
632,四川,2020-02-19,69
633,四川,2020-02-20,69
634,四川,2020-02-21,65
635,四川,2020-02-22,62
636,四川,2020-02-24,61
637,四川,2020-02-25,59
638,四川,2020-02-26,57
639,四川,2020-02-27,55
640,四川,2020-02-28,52
641,四川,2020-03-01,50
642,四川,2020-03-02,48
643,四川,2020-03-03,47
644,四川,2020-03-04,44
645,四川,2020-03-05,43
646,四川,2020-03-06,41
647,四川,2020-03-07,40
648,四川,2020-03-08,39
649,四川,2020-03-09,38
650,四川,2020-03-10,33
651,四川,2020-03-11,28
652,四川,2020-03-12,26
653,四川,2020-03-13,20
654,四川,2020-03-14,19
655,四川,2020-03-16,15
656,四川,2020-03-17,10
657,四川,2020-03-18,4
658,四川,2020-03-19,0
659,四川,2020-04-17,1
660,四川,2020-06-10,0
661,重庆,2020-01-21,1
662,重庆,2020-01-23,2
663,重庆,2020-01-26,4
664,重庆,2020-01-27,5
665,重庆,2020-01-30,8
666,重庆,2020-01-31,10
667,重庆,2020-02-01,11
668,重庆,2020-02-02,12
669,重庆,2020-02-03,12
670,重庆,2020-02-04,14
671,重庆,2020-02-05,15
672,重庆,2020-02-06,16
673,重庆,2020-02-07,17
674,重庆,2020-02-08,18
675,重庆,2020-02-09,19
676,重庆,2020-02-13,17
677,重庆,2020-02-14,16
678,重庆,2020-02-15,15
679,重庆,2020-02-16,14
680,重庆,2020-02-18,13
681,重庆,2020-02-19,11
682,重庆,2020-02-22,10
683,重庆,2020-02-27,8
684,重庆,2020-02-29,6
685,重庆,2020-03-01,5
686,重庆,2020-03-03,3
687,重庆,2020-03-05,1
688,重庆,2020-03-09,0
689,北京,2020-01-21,1
690,北京,2020-01-23,2
691,北京,2020-01-25,3
692,北京,2020-01-26,4
693,北京,2020-01-27,7
694,北京,2020-01-28,8
695,北京,2020-01-29,11
696,北京,2020-01-31,12
697,北京,2020-02-01,16
698,北京,2020-02-02,17
699,北京,2020-02-03,18
700,北京,2020-02-04,20
701,北京,2020-02-06,22
702,北京,2020-02-07,26
703,北京,2020-02-08,27
704,北京,2020-02-09,30
705,北京,2020-02-11,32
706,北京,2020-02-12,36
707,北京,2020-02-14,38
708,北京,2020-02-15,39
709,北京,2020-02-17,40
710,北京,2020-02-20,41
711,北京,2020-02-26,42
712,北京,2020-03-03,43
713,北京,2020-06-12,48
714,北京,2020-06-13,78
715,北京,2020-06-14,101
716,北京,2020-06-15,123
717,北京,2020-06-16,142
718,北京,2020-06-17,156
719,北京,2020-06-18,174
720,北京,2020-06-19,187
721,北京,2020-06-20,197
722,北京,2020-06-21,202
723,北京,2020-06-22,208
724,北京,2020-06-23,214
725,北京,2020-06-24,223
726,北京,2020-06-25,230
727,北京,2020-06-26,245
728,北京,2020-06-27,255
729,北京,2020-06-28,260
730,北京,2020-06-29,266
731,广东,2020-01-21,1
732,广东,2020-01-23,6
733,广东,2020-01-24,9
734,广东,2020-01-25,10
735,广东,2020-01-26,14
736,广东,2020-01-27,18
737,广东,2020-01-29,25
738,广东,2020-01-30,32
739,广东,2020-01-31,37
740,广东,2020-02-01,38
741,广东,2020-02-02,42
742,广东,2020-02-03,45
743,广东,2020-02-04,48
744,广东,2020-02-05,49
745,广东,2020-02-06,53
746,广东,2020-02-07,56
747,广东,2020-02-08,61
748,广东,2020-02-09,64
749,广东,2020-02-10,66
750,广东,2020-02-11,63
751,广东,2020-02-12,64
752,广东,2020-02-13,64
753,广东,2020-02-14,62
754,广东,2020-02-15,61
755,广东,2020-02-18,57
756,广东,2020-02-19,51
757,广东,2020-02-22,50
758,广东,2020-02-23,48
759,广东,2020-03-03,18
760,广东,2020-03-04,15
761,广东,2020-03-05,14
762,广东,2020-03-06,12
763,广东,2020-03-07,9
764,广东,2020-03-08,7
765,广东,2020-03-12,6
766,广东,2020-03-13,5
767,广东,2020-03-14,4
768,广东,2020-03-23,5
769,广东,2020-04-13,6
770,广东,2020-04-15,7
771,广东,2020-04-20,8
772,广东,2020-04-22,9
773,江西,2020-01-21,1
774,江西,2020-01-24,4
775,江西,2020-01-25,6
776,江西,2020-01-26,7
777,江西,2020-01-27,8
778,江西,2020-01-28,9
779,江西,2020-01-29,13
780,江西,2020-01-30,15
781,江西,2020-01-31,18
782,江西,2020-02-01,24
783,江西,2020-02-02,29
784,江西,2020-02-03,34
785,江西,2020-02-04,43
786,江西,2020-02-05,41
787,江西,2020-02-06,49
788,江西,2020-02-07,52
789,江西,2020-02-08,56
790,江西,2020-02-09,55
791,江西,2020-02-10,58
792,江西,2020-02-11,57
793,江西,2020-02-12,55
794,江西,2020-02-13,57
795,江西,2020-02-14,55
796,江西,2020-02-15,52
797,江西,2020-02-16,50
798,江西,2020-02-17,44
799,江西,2020-02-18,43
800,江西,2020-02-19,37
801,江西,2020-02-20,35
802,江西,2020-02-21,26
803,江西,2020-02-22,25
804,江西,2020-02-23,21
805,江西,2020-02-24,20
806,江西,2020-02-25,14
807,江西,2020-02-26,11
808,江西,2020-02-28,9
809,江西,2020-02-29,7
810,江西,2020-03-02,2
811,江西,2020-03-04,1
812,江西,2020-03-06,0
813,四川,2020-01-21,1
814,四川,2020-01-23,2
815,四川,2020-01-26,6
816,四川,2020-01-27,7
817,四川,2020-01-29,9
818,四川,2020-01-30,13
819,四川,2020-01-31,16
820,四川,2020-02-01,20
821,四川,2020-02-02,20
822,四川,2020-02-03,23
823,四川,2020-02-06,26
824,四川,2020-02-07,25
825,四川,2020-02-10,27
826,四川,2020-02-12,25
827,四川,2020-02-13,23
828,四川,2020-02-14,22
829,四川,2020-02-15,20
830,四川,2020-02-17,16
831,四川,2020-02-18,14
832,四川,2020-02-19,11
833,四川,2020-02-20,10
834,四川,2020-02-27,9
835,四川,2020-02-28,7
836,四川,2020-02-29,6
837,四川,2020-03-01,5
838,四川,2020-03-04,4
839,四川,2020-03-06,3
840,四川,2020-03-09,2
841,四川,2020-03-12,1
842,四川,2020-03-13,0
843,广东,2020-01-21,2
844,广东,2020-01-22,5
845,广东,2020-01-23,7
846,广东,2020-01-24,14
847,广东,2020-01-26,39
848,广东,2020-01-27,51
849,广东,2020-01-28,63
850,广东,2020-01-29,79
851,广东,2020-01-30,105
852,广东,2020-01-31,134
853,广东,2020-02-01,172
854,广东,2020-02-02,186
855,广东,2020-02-03,213
856,广东,2020-02-04,230
857,广东,2020-02-05,242
858,广东,2020-02-06,264
859,广东,2020-02-07,271
860,广东,2020-02-08,268
861,广东,2020-02-09,271
862,广东,2020-02-10,268
863,广东,2020-02-11,253
864,广东,2020-02-12,249
865,广东,2020-02-13,235
866,广东,2020-02-14,229
867,广东,2020-02-15,217
868,广东,2020-02-16,208
869,广东,2020-02-17,197
870,广东,2020-02-18,191
871,广东,2020-02-19,182
872,广东,2020-02-20,167
873,广东,2020-02-21,153
874,广东,2020-02-22,149
875,广东,2020-02-23,141
876,广东,2020-02-24,135
877,广东,2020-02-25,123
878,广东,2020-02-26,115
879,广东,2020-02-27,105
880,广东,2020-02-28,97
881,广东,2020-02-29,85
882,广东,2020-03-01,81
883,广东,2020-03-02,74
884,广东,2020-03-03,62
885,广东,2020-03-04,53
886,广东,2020-03-05,37
887,广东,2020-03-06,28
888,广东,2020-03-07,25
889,广东,2020-03-08,24
890,广东,2020-03-09,22
891,广东,2020-03-10,20
892,广东,2020-03-12,16
893,广东,2020-03-21,17
894,广东,2020-04-02,18
895,广东,2020-04-04,21
896,广东,2020-04-07,22
897,广东,2020-04-08,24
898,广东,2020-04-09,26
899,广东,2020-04-10,29
900,广东,2020-04-12,32
901,广东,2020-04-13,34
902,广东,2020-04-14,36
903,广东,2020-04-15,40
904,广东,2020-04-16,44
905,广东,2020-04-23,45
906,广东,2020-04-25,46
907,北京,2020-01-21,2
908,北京,2020-01-23,3
909,北京,2020-01-24,8
910,北京,2020-01-25,13
911,北京,2020-01-26,17
912,北京,2020-01-27,21
913,北京,2020-01-28,23
914,北京,2020-01-29,24
915,北京,2020-01-30,26
916,北京,2020-01-31,35
917,北京,2020-02-01,41
918,北京,2020-02-02,42
919,北京,2020-02-03,45
920,北京,2020-02-05,47
921,北京,2020-02-07,49
922,北京,2020-02-08,52
923,北京,2020-02-09,54
924,北京,2020-02-10,56
925,北京,2020-02-13,58
926,北京,2020-02-14,59
927,北京,2020-02-15,60
928,北京,2020-02-18,61
929,北京,2020-02-21,62
930,北京,2020-03-01,63
931,北京,2020-03-23,64
932,北京,2020-06-14,66
933,北京,2020-06-16,69
934,北京,2020-06-17,70
935,北京,2020-06-18,71
936,北京,2020-06-19,72
937,北京,2020-06-20,75
938,北京,2020-06-21,77
939,北京,2020-06-22,80
940,北京,2020-06-25,82
941,安徽,2020-01-21,1
942,安徽,2020-01-22,5
943,安徽,2020-01-23,6
944,安徽,2020-01-24,10
945,安徽,2020-01-25,13
946,安徽,2020-01-27,16
947,安徽,2020-01-28,29
948,安徽,2020-01-29,38
949,安徽,2020-01-30,49
950,安徽,2020-01-31,58
951,安徽,2020-02-01,57
952,安徽,2020-02-02,73
953,安徽,2020-02-03,76
954,安徽,2020-02-04,88
955,安徽,2020-02-05,99
956,安徽,2020-02-06,108
957,安徽,2020-02-07,119
958,安徽,2020-02-08,125
959,安徽,2020-02-09,136
960,安徽,2020-02-10,134
961,安徽,2020-02-11,134
962,安徽,2020-02-12,132
963,安徽,2020-02-13,130
