,省份,日期,住院人数
7609,福建,2020-01-27,10
7610,福建,2020-01-28,14
7611,福建,2020-01-29,17
7612,福建,2020-01-30,22
7613,福建,2020-01-31,25
7614,福建,2020-02-01,27
7615,福建,2020-02-02,34
7616,福建,2020-02-03,36
7617,福建,2020-02-04,37
7618,福建,2020-02-05,41
7619,福建,2020-02-06,43
7620,福建,2020-02-07,46
7621,福建,2020-02-09,50
7622,福建,2020-02-10,49
7623,福建,2020-02-11,46
7624,福建,2020-02-12,46
7625,福建,2020-02-13,44
7626,福建,2020-02-14,43
7627,福建,2020-02-15,38
7628,福建,2020-02-19,36
7629,福建,2020-02-20,33
7630,福建,2020-02-22,31
7631,福建,2020-02-24,25
7632,福建,2020-02-25,24
7633,福建,2020-02-26,20
7634,福建,2020-03-01,17
7635,福建,2020-03-03,15
7636,福建,2020-03-04,10
7637,福建,2020-03-05,9
7638,福建,2020-03-06,7
7639,福建,2020-03-07,0
7640,黑龙江,2020-01-26,1
7641,黑龙江,2020-01-27,2
7642,黑龙江,2020-01-30,3
7643,黑龙江,2020-01-31,5
7644,黑龙江,2020-02-01,6
7645,黑龙江,2020-02-02,7
7646,黑龙江,2020-02-03,8
7647,黑龙江,2020-02-04,9
7648,黑龙江,2020-02-06,10
7649,黑龙江,2020-02-07,11
7650,黑龙江,2020-02-08,13
7651,黑龙江,2020-02-09,14
7652,黑龙江,2020-02-10,15
7653,黑龙江,2020-02-12,16
7654,黑龙江,2020-02-13,15
7655,黑龙江,2020-02-15,12
7656,黑龙江,2020-02-17,13
7657,黑龙江,2020-02-18,11
7658,黑龙江,2020-02-22,8
7659,黑龙江,2020-02-23,7
7660,黑龙江,2020-02-25,6
7661,黑龙江,2020-02-26,5
7662,黑龙江,2020-02-27,4
7663,黑龙江,2020-03-04,3
7664,黑龙江,2020-03-05,2
7665,黑龙江,2020-03-06,1
7666,黑龙江,2020-03-14,0
7667,重庆,2020-01-26,1
7668,重庆,2020-01-27,2
7669,重庆,2020-01-28,4
7670,重庆,2020-02-02,5
7671,重庆,2020-02-03,10
7672,重庆,2020-02-04,12
7673,重庆,2020-02-05,13
7674,重庆,2020-02-06,14
7675,重庆,2020-02-07,15
7676,重庆,2020-02-11,16
7677,重庆,2020-02-12,20
7678,重庆,2020-02-14,19
7679,重庆,2020-02-15,18
7680,重庆,2020-02-16,17
7681,重庆,2020-02-17,16
7682,重庆,2020-02-18,13
7683,重庆,2020-02-19,12
7684,重庆,2020-02-21,11
7685,重庆,2020-02-24,10
7686,重庆,2020-02-28,9
7687,重庆,2020-03-01,8
7688,重庆,2020-03-03,7
7689,重庆,2020-03-04,4
7690,重庆,2020-03-09,3
7691,重庆,2020-03-10,2
7692,重庆,2020-03-12,1
7693,重庆,2020-03-14,0
7694,湖北,2020-01-26,4
7695,湖北,2020-01-27,6
7696,湖北,2020-01-28,7
7697,湖北,2020-01-29,9
7698,湖北,2020-01-30,11
7699,湖北,2020-01-31,26
7700,湖北,2020-02-01,34
7701,湖北,2020-02-03,43
7702,湖北,2020-02-04,53
7703,湖北,2020-02-05,63
7704,湖北,2020-02-06,73
7705,湖北,2020-02-07,77
7706,湖北,2020-02-08,78
7707,湖北,2020-02-09,80
7708,湖北,2020-02-10,84
7709,湖北,2020-02-11,77
7710,湖北,2020-02-12,81
7711,湖北,2020-02-13,88
7712,湖北,2020-02-14,99
7713,湖北,2020-02-15,148
7714,湖北,2020-02-16,158
7715,湖北,2020-02-17,152
7716,湖北,2020-02-18,139
7717,湖北,2020-02-19,129
7718,湖北,2020-02-20,124
7719,湖北,2020-02-21,114
7720,湖北,2020-02-22,105
7721,湖北,2020-02-23,104
7722,湖北,2020-02-24,96
7723,湖北,2020-02-25,93
7724,湖北,2020-02-26,91
7725,湖北,2020-02-27,90
7726,湖北,2020-02-28,82
7727,湖北,2020-02-29,70
7728,湖北,2020-03-01,67
7729,湖北,2020-03-02,61
7730,湖北,2020-03-03,47
7731,湖北,2020-03-04,38
7732,湖北,2020-03-05,30
7733,湖北,2020-03-06,29
7734,湖北,2020-03-07,21
7735,湖北,2020-03-08,17
7736,湖北,2020-03-09,13
7737,湖北,2020-03-10,10
7738,湖北,2020-03-11,9
7739,湖北,2020-03-12,7
7740,湖北,2020-03-15,6
7741,湖北,2020-03-16,5
7742,湖北,2020-03-18,2
7743,湖北,2020-03-25,1
7744,湖北,2020-03-29,0
7745,广东,2020-01-26,1
7746,广东,2020-01-30,3
7747,广东,2020-01-31,4
7748,广东,2020-02-02,5
7749,广东,2020-02-06,4
7750,广东,2020-02-17,3
7751,河南,2020-01-26,6
7752,河南,2020-01-27,7
7753,河南,2020-01-28,14
7754,河南,2020-01-29,18
7755,河南,2020-01-30,31
7756,河南,2020-01-31,34
7757,河南,2020-02-01,41
7758,河南,2020-02-02,47
7759,河南,2020-02-03,57
7760,河南,2020-02-04,57
7761,河南,2020-02-05,61
7762,河南,2020-02-06,66
7763,河南,2020-02-07,70
7764,河南,2020-02-08,73
7765,河南,2020-02-09,74
7766,河南,2020-02-10,77
7767,河南,2020-02-12,76
7768,河南,2020-02-13,77
7769,河南,2020-02-14,79
7770,河南,2020-02-15,80
7771,河南,2020-02-27,78
7772,河南,2020-02-28,76
7773,河南,2020-03-01,73
7774,河南,2020-03-02,72
7775,河南,2020-03-04,68
7776,河南,2020-03-06,65
7777,河南,2020-03-07,64
7778,河南,2020-03-08,61
7779,河南,2020-03-09,59
7780,河南,2020-03-10,56
7781,河南,2020-03-11,52
7782,河南,2020-03-12,49
7783,河南,2020-03-13,48
7784,河南,2020-03-14,45
7785,河南,2020-03-15,40
7786,河南,2020-03-16,36
7787,河南,2020-03-20,31
7788,河南,2020-03-21,24
7789,河南,2020-03-26,16
7790,河南,2020-04-01,10
7791,河南,2020-04-03,5
7792,河南,2020-04-10,0
7793,黑龙江,2020-01-26,1
7794,黑龙江,2020-01-31,2
7795,黑龙江,2020-02-01,4
7796,黑龙江,2020-02-02,7
7797,黑龙江,2020-02-03,12
7798,黑龙江,2020-02-04,16
7799,黑龙江,2020-02-05,19
7800,黑龙江,2020-02-06,35
7801,黑龙江,2020-02-07,33
7802,黑龙江,2020-02-08,35
7803,黑龙江,2020-02-11,36
7804,黑龙江,2020-02-13,45
7805,黑龙江,2020-02-15,46
7806,黑龙江,2020-02-16,47
7807,黑龙江,2020-02-17,46
7808,黑龙江,2020-02-18,45
7809,黑龙江,2020-02-19,41
7810,黑龙江,2020-02-20,38
7811,黑龙江,2020-02-21,33
7812,黑龙江,2020-02-22,30
7813,黑龙江,2020-02-23,29
7814,黑龙江,2020-02-25,25
7815,黑龙江,2020-02-26,20
7816,黑龙江,2020-02-28,17
7817,黑龙江,2020-02-29,13
7818,黑龙江,2020-03-01,12
7819,黑龙江,2020-03-02,10
7820,黑龙江,2020-03-04,9
7821,黑龙江,2020-03-07,8
7822,黑龙江,2020-03-08,4
7823,黑龙江,2020-03-09,3
7824,黑龙江,2020-03-11,2
7825,黑龙江,2020-03-14,1
7826,黑龙江,2020-03-19,0
7827,山西,2020-01-26,2
7828,山西,2020-01-29,3
7829,山西,2020-02-04,4
7830,山西,2020-02-06,3
7831,山西,2020-02-08,5
7832,山西,2020-02-09,6
7833,山西,2020-02-10,5
7834,山西,2020-02-17,6
7835,山西,2020-02-18,5
7836,山西,2020-02-23,3
7837,山西,2020-02-24,2
7838,山西,2020-02-28,1
7839,山西,2020-02-29,0
7840,吉林,2020-01-26,1
7841,吉林,2020-01-27,2
7842,吉林,2020-02-02,5
7843,吉林,2020-02-03,10
7844,吉林,2020-02-04,12
7845,吉林,2020-02-05,13
7846,吉林,2020-02-06,12
7847,吉林,2020-02-07,14
7848,吉林,2020-02-08,16
7849,吉林,2020-02-10,15
7850,吉林,2020-02-12,14
7851,吉林,2020-02-13,15
7852,吉林,2020-02-15,13
7853,吉林,2020-02-18,14
7854,吉林,2020-02-19,11
7855,吉林,2020-02-20,10
7856,吉林,2020-02-21,9
7857,吉林,2020-02-22,8
7858,吉林,2020-02-25,7
7859,吉林,2020-02-26,5
7860,吉林,2020-02-27,4
7861,吉林,2020-03-02,0
7862,内蒙古,2020-01-26,1
7863,内蒙古,2020-02-06,2
7864,内蒙古,2020-02-07,3
7865,内蒙古,2020-02-09,6
7866,内蒙古,2020-02-17,7
7867,内蒙古,2020-02-21,6
7868,内蒙古,2020-02-26,5
7869,内蒙古,2020-02-29,4
7870,内蒙古,2020-03-02,3
7871,内蒙古,2020-03-04,2
7872,内蒙古,2020-03-07,0
7873,重庆,2020-01-26,2
7874,重庆,2020-02-02,3
7875,重庆,2020-02-03,4
7876,重庆,2020-02-04,7
7877,重庆,2020-02-05,10
7878,重庆,2020-02-06,13
7879,重庆,2020-02-10,14
7880,重庆,2020-02-11,15
7881,重庆,2020-02-13,16
7882,重庆,2020-02-14,15
7883,重庆,2020-02-15,16
7884,重庆,2020-02-18,15
7885,重庆,2020-02-19,14
7886,重庆,2020-02-20,13
7887,重庆,2020-02-22,12
7888,重庆,2020-02-23,11
7889,重庆,2020-02-28,10
7890,重庆,2020-02-29,8
7891,重庆,2020-03-02,7
7892,重庆,2020-03-05,6
7893,重庆,2020-03-06,4
7894,重庆,2020-03-09,3
7895,重庆,2020-03-11,1
7896,重庆,2020-03-12,0
7897,陕西,2020-01-26,1
7898,陕西,2020-01-27,3
7899,陕西,2020-01-29,5
7900,陕西,2020-01-30,6
7901,陕西,2020-02-02,7
7902,陕西,2020-02-04,10
7903,陕西,2020-02-08,14
7904,陕西,2020-02-09,15
7905,陕西,2020-02-14,16
7906,陕西,2020-02-15,14
7907,陕西,2020-02-16,13
7908,陕西,2020-02-17,12
7909,陕西,2020-02-19,11
7910,陕西,2020-02-20,10
7911,陕西,2020-02-23,9
7912,陕西,2020-02-25,8
7913,陕西,2020-02-26,7
7914,陕西,2020-02-29,6
7915,陕西,2020-03-02,5
7916,陕西,2020-03-04,2
7917,陕西,2020-03-11,1
7918,陕西,2020-03-25,0
7919,河北,2020-01-26,1
7920,河北,2020-01-27,2
7921,河北,2020-01-28,3
7922,河北,2020-01-29,5
7923,河北,2020-01-30,7
7924,河北,2020-01-31,10
7925,河北,2020-02-02,14
7926,河北,2020-02-03,16
7927,河北,2020-02-05,19
7928,河北,2020-02-07,20
7929,河北,2020-02-08,16
7930,河北,2020-02-11,15
7931,河北,2020-02-13,13
7932,河北,2020-02-15,11
7933,河北,2020-02-16,12
7934,河北,2020-02-20,9
7935,河北,2020-02-21,7
7936,河北,2020-02-22,4
7937,河北,2020-02-23,3
7938,河北,2020-02-25,2
7939,河北,2020-02-26,0
7940,内蒙古,2020-01-26,1
7941,内蒙古,2020-02-27,0
7942,江苏,2020-01-26,3
7943,江苏,2020-01-27,8
7944,江苏,2020-01-29,15
7945,江苏,2020-01-30,20
7946,江苏,2020-01-31,23
7947,江苏,2020-02-01,30
7948,江苏,2020-02-02,36
7949,江苏,2020-02-03,39
7950,江苏,2020-02-04,45
7951,江苏,2020-02-05,42
7952,江苏,2020-02-06,46
7953,江苏,2020-02-07,49
7954,江苏,2020-02-08,53
7955,江苏,2020-02-09,52
7956,江苏,2020-02-10,53
7957,江苏,2020-02-11,56
7958,江苏,2020-02-12,55
7959,江苏,2020-02-13,59
7960,江苏,2020-02-14,57
7961,江苏,2020-02-15,55
7962,江苏,2020-02-16,51
7963,江苏,2020-02-17,37
7964,江苏,2020-02-18,33
7965,江苏,2020-02-19,28
7966,江苏,2020-02-20,24
7967,江苏,2020-02-21,21
7968,江苏,2020-02-22,16
7969,江苏,2020-02-23,13
7970,江苏,2020-02-24,12
7971,江苏,2020-02-26,10
7972,江苏,2020-02-27,8
7973,江苏,2020-03-04,6
7974,江苏,2020-03-06,4
7975,江苏,2020-03-07,3
7976,江苏,2020-03-10,1
7977,江苏,2020-03-12,0
7978,河南,2020-01-26,1
7979,河南,2020-01-27,2
7980,河南,2020-01-29,3
7981,河南,2020-01-30,8
7982,河南,2020-01-31,12
7983,河南,2020-02-01,13
7984,河南,2020-02-02,15
7985,河南,2020-02-03,19
7986,河南,2020-02-04,24
7987,河南,2020-02-05,26
7988,河南,2020-02-06,28
7989,河南,2020-02-07,30
7990,河南,2020-02-08,29
7991,河南,2020-02-10,30
7992,河南,2020-02-11,32
7993,河南,2020-02-12,31
7994,河南,2020-02-13,34
7995,河南,2020-02-14,31
7996,河南,2020-02-15,30
7997,河南,2020-02-16,29
7998,河南,2020-02-17,27
7999,河南,2020-02-18,28
8000,河南,2020-02-19,23
8001,河南,2020-02-21,19
8002,河南,2020-02-22,15
8003,河南,2020-02-23,13
8004,河南,2020-02-24,7
8005,河南,2020-02-26,6
8006,河南,2020-02-27,5
8007,河南,2020-02-28,4
8008,河南,2020-02-29,3
8009,四川,2020-01-26,1
8010,四川,2020-01-28,2
8011,四川,2020-01-29,5
8012,四川,2020-01-30,7
8013,四川,2020-02-05,8
8014,四川,2020-02-06,9
8015,四川,2020-02-09,6
8016,四川,2020-02-11,7
8017,四川,2020-02-12,8
8018,四川,2020-02-14,5
8019,四川,2020-02-17,6
8020,四川,2020-02-19,5
8021,四川,2020-02-22,4
8022,四川,2020-02-25,2
8023,四川,2020-03-05,1
8024,四川,2020-03-10,0
8025,甘肃,2020-01-26,1
8026,甘肃,2020-01-28,2
8027,甘肃,2020-02-09,1
8028,甘肃,2020-02-13,0
8029,云南,2020-01-26,1
8030,云南,2020-01-27,2
8031,云南,2020-01-29,4
8032,云南,2020-01-31,6
8033,云南,2020-02-02,8
8034,云南,2020-02-03,9
8035,云南,2020-02-04,10
8036,云南,2020-02-06,9
8037,云南,2020-02-08,10
8038,云南,2020-02-11,12
8039,云南,2020-02-13,17
8040,云南,2020-02-14,23
8041,云南,2020-02-20,20
8042,云南,2020-02-21,19
8043,云南,2020-02-22,15
8044,云南,2020-02-23,11
8045,云南,2020-02-25,10
8046,云南,2020-02-28,5
8047,云南,2020-03-01,0
8048,江苏,2020-01-26,2
8049,江苏,2020-02-01,3
8050,江苏,2020-02-03,5
8051,江苏,2020-02-04,6
8052,江苏,2020-02-05,8
8053,江苏,2020-02-06,9
8054,江苏,2020-02-07,10
8055,江苏,2020-02-08,11
8056,江苏,2020-02-11,10
8057,江苏,2020-02-15,8
8058,江苏,2020-02-17,7
8059,江苏,2020-02-18,6
8060,江苏,2020-02-19,4
8061,江苏,2020-02-21,3
8062,江苏,2020-02-22,2
8063,江苏,2020-02-29,1
8064,江苏,2020-03-08,0
8065,四川,2020-01-26,2
8066,四川,2020-02-08,3
8067,四川,2020-02-09,2
8068,四川,2020-02-13,1
8069,四川,2020-02-24,2
8070,四川,2020-03-09,1
8071,四川,2020-03-12,0
8072,陕西,2020-01-27,3
8073,陕西,2020-01-28,4
8074,陕西,2020-01-31,6
8075,陕西,2020-02-01,7
8076,陕西,2020-02-02,8
8077,陕西,2020-02-03,10
8078,陕西,2020-02-06,10
8079,陕西,2020-02-08,11
8080,陕西,2020-02-12,8
8081,陕西,2020-02-13,6
8082,陕西,2020-02-16,5
8083,陕西,2020-02-17,4
8084,陕西,2020-02-20,3
8085,陕西,2020-02-21,2
8086,陕西,2020-02-24,1
8087,陕西,2020-03-04,0
8088,上海,2020-01-27,1
8089,上海,2020-01-28,2
8090,上海,2020-01-31,5
8091,上海,2020-02-01,8
8092,上海,2020-02-02,10
8093,上海,2020-02-03,11
8094,上海,2020-02-04,12
8095,上海,2020-02-05,15
8096,上海,2020-02-06,16
8097,上海,2020-02-07,17
8098,上海,2020-02-09,18
8099,上海,2020-02-10,20
8100,上海,2020-02-13,19
8101,上海,2020-02-14,18
8102,上海,2020-02-15,16
8103,上海,2020-02-16,15
8104,上海,2020-02-17,14
8105,上海,2020-02-20,12
8106,上海,2020-02-21,11
8107,上海,2020-02-23,9
8108,上海,2020-02-26,8
8109,上海,2020-02-29,7
8110,上海,2020-03-01,6
8111,上海,2020-03-05,5
8112,上海,2020-03-07,3
8113,上海,2020-03-10,2
8114,上海,2020-03-23,3
8115,北京,2020-01-27,-10
8116,北京,2020-01-28,-12
8117,北京,2020-01-30,-13
8118,北京,2020-02-01,-17
8119,北京,2020-02-02,-20
8120,北京,2020-02-03,-31
8121,北京,2020-02-04,-32
8122,北京,2020-02-06,-34
8123,北京,2020-02-07,-36
8124,北京,2020-02-08,-39
8125,北京,2020-02-09,-46
8126,北京,2020-02-10,-51
8127,北京,2020-02-11,-59
8128,北京,2020-02-12,-71
8129,北京,2020-02-13,-82
8130,北京,2020-02-14,-101
8131,北京,2020-02-15,-109
8132,北京,2020-02-16,-118
8133,北京,2020-02-17,-126
8134,北京,2020-02-18,-149
8135,北京,2020-02-19,-157
8136,北京,2020-02-20,-173
8137,北京,2020-02-21,-182
8138,北京,2020-02-22,-193
8139,北京,2020-02-23,-202
8140,北京,2020-02-24,-219
8141,北京,2020-02-25,-239
8142,北京,2020-02-26,-253
8143,北京,2020-02-27,-264
8144,北京,2020-02-28,-279
8145,北京,2020-02-29,-284
8146,北京,2020-03-01,-290
8147,北京,2020-03-02,-296
8148,北京,2020-03-03,-302
8149,北京,2020-03-04,-305
8150,北京,2020-03-05,-306
8151,北京,2020-03-06,-311
8152,北京,2020-03-07,-316
8153,北京,2020-03-08,-323
8154,北京,2020-03-09,-328
8155,北京,2020-03-10,-334
8156,北京,2020-03-11,-342
8157,北京,2020-03-12,-350
8158,北京,2020-03-13,-357
8159,北京,2020-03-14,-361
8160,北京,2020-03-15,-366
8161,北京,2020-03-16,-376
8162,北京,2020-03-17,-381
8163,北京,2020-03-18,-387
8164,北京,2020-03-19,-392
8165,北京,2020-03-20,-400
8166,北京,2020-03-21,-406
8167,北京,2020-03-22,-408
8168,北京,2020-03-23,-409
8169,北京,2020-03-25,-411
8170,北京,2020-03-26,-414
8171,北京,2020-03-27,-417
8172,北京,2020-03-28,-419
8173,北京,2020-03-29,-420
8174,北京,2020-03-30,-424
8175,北京,2020-03-31,-426
8176,北京,2020-04-01,-432
8177,北京,2020-04-02,-442
8178,北京,2020-04-03,-446
8179,北京,2020-04-04,-449
8180,北京,2020-04-05,-451
8181,北京,2020-04-06,-456
8182,北京,2020-04-07,-463
8183,北京,2020-04-08,-472
8184,北京,2020-04-09,-477
8185,北京,2020-04-10,-482
8186,北京,2020-04-11,-487
8187,北京,2020-04-12,-492
8188,北京,2020-04-13,-499
8189,北京,2020-04-14,-503
8190,北京,2020-04-15,-511
8191,北京,2020-04-16,-517
8192,北京,2020-04-18,-518
8193,北京,2020-04-19,-522
8194,北京,2020-04-20,-524
8195,北京,2020-04-21,-526
8196,北京,2020-04-22,-530
8197,北京,2020-04-23,-532
8198,北京,2020-04-24,-533
8199,北京,2020-04-26,-534
8200,北京,2020-04-27,-536
8201,北京,2020-04-28,-538
8202,北京,2020-04-29,-542
8203,北京,2020-04-30,-547
8204,北京,2020-05-02,-551
8205,北京,2020-05-03,-553
8206,北京,2020-05-04,-554
8207,北京,2020-05-05,-555
8208,北京,2020-05-06,-557
8209,北京,2020-05-07,-560
8210,北京,2020-05-08,-563
8211,北京,2020-05-09,-565
8212,北京,2020-05-10,-568
8213,北京,2020-05-11,-571
8214,北京,2020-05-12,-573
8215,北京,2020-05-13,-574
8216,北京,2020-05-15,-576
8217,北京,2020-05-16,-577
8218,北京,2020-05-17,-578
8219,北京,2020-05-20,-579
8220,北京,2020-05-23,-581
8221,北京,2020-06-02,-581
8222,北京,2020-06-03,-582
8223,北京,2020-06-08,-583
8224,北京,2020-06-29,-584
8225,新疆,2020-01-27,1
8226,新疆,2020-02-10,2
8227,新疆,2020-02-12,1
8228,新疆,2020-02-14,2
8229,新疆,2020-02-15,1
8230,新疆,2020-02-17,2
8231,新疆,2020-02-28,1
8232,新疆,2020-03-02,0
8233,新疆,2020-01-27,1
8234,新疆,2020-02-13,0
8235,天津,2020-01-27,3
8236,天津,2020-02-04,4
8237,天津,2020-02-10,3
8238,天津,2020-02-13,2
8239,天津,2020-02-22,1
8240,天津,2020-02-23,0
8241,河北,2020-01-27,2
8242,河北,2020-01-28,3
8243,河北,2020-01-29,4
8244,河北,2020-02-03,5
8245,河北,2020-02-05,7
8246,河北,2020-02-08,8
8247,河北,2020-02-10,6
8248,河北,2020-02-13,4
8249,河北,2020-02-17,2
8250,河北,2020-02-22,1
8251,河北,2020-02-23,0
8252,天津,2020-01-27,1
8253,天津,2020-01-30,2
8254,天津,2020-02-02,1
8255,天津,2020-02-14,0
8256,上海,2020-01-27,2
8257,上海,2020-01-30,4
8258,上海,2020-01-31,5
8259,上海,2020-02-05,7
8260,上海,2020-02-08,6
8261,上海,2020-02-10,5
8262,上海,2020-02-15,4
8263,上海,2020-02-16,3
8264,上海,2020-02-21,2
8265,上海,2020-02-25,1
8266,上海,2020-03-07,0
8267,上海,2020-01-27,2
8268,上海,2020-01-28,3
8269,上海,2020-01-29,4
8270,上海,2020-01-31,5
8271,上海,2020-02-05,4
8272,上海,2020-02-11,5
8273,上海,2020-02-15,4
8274,上海,2020-02-20,3
8275,上海,2020-02-23,2
8276,上海,2020-03-04,1
8277,上海,2020-01-27,1
8278,上海,2020-01-29,2
8279,上海,2020-02-03,3
8280,上海,2020-02-05,4
8281,上海,2020-02-06,5
8282,上海,2020-02-07,6
8283,上海,2020-02-08,5
8284,上海,2020-02-09,6
8285,上海,2020-02-10,7
8286,上海,2020-02-13,8
8287,上海,2020-02-15,7
8288,上海,2020-02-20,6
8289,上海,2020-02-23,3
8290,上海,2020-02-28,2
8291,河南,2020-01-27,2
8292,河南,2020-02-01,7
8293,河南,2020-02-02,8
8294,河南,2020-02-03,11
8295,河南,2020-02-04,14
8296,河南,2020-02-05,16
8297,河南,2020-02-06,17
8298,河南,2020-02-07,19
8299,河南,2020-02-08,23
8300,河南,2020-02-09,24
8301,河南,2020-02-10,27
8302,河南,2020-02-11,25
8303,河南,2020-02-12,26
8304,河南,2020-02-14,27
8305,河南,2020-02-16,29
8306,甘肃,2020-01-27,1
8307,甘肃,2020-02-09,0
8308,上海,2020-01-27,5
8309,上海,2020-01-28,7
8310,上海,2020-01-29,8
8311,上海,2020-02-01,9
8312,上海,2020-02-04,12
8313,上海,2020-02-05,12
8314,上海,2020-02-07,12
8315,上海,2020-02-08,13
8316,上海,2020-02-14,11
8317,上海,2020-02-15,9
8318,上海,2020-02-17,7
8319,上海,2020-02-19,6
8320,上海,2020-02-22,5
8321,上海,2020-02-23,4
8322,上海,2020-02-26,3
8323,上海,2020-03-01,2
8324,上海,2020-03-12,1
8325,辽宁,2020-01-27,1
8326,辽宁,2020-02-02,2
8327,辽宁,2020-02-08,3
8328,辽宁,2020-02-12,2
8329,辽宁,2020-02-15,1
8330,辽宁,2020-02-18,0
8331,上海,2020-01-27,2
8332,上海,2020-01-29,3
8333,上海,2020-01-30,5
8334,上海,2020-01-31,7
8335,上海,2020-02-02,9
8336,上海,2020-02-03,10
8337,上海,2020-02-04,11
8338,上海,2020-02-05,11
8339,上海,2020-02-08,12
8340,上海,2020-02-09,13
8341,上海,2020-02-10,15
8342,上海,2020-02-12,15
8343,上海,2020-02-13,14
8344,上海,2020-02-14,13
8345,上海,2020-02-15,11
8346,上海,2020-02-16,10
8347,上海,2020-02-17,7
8348,上海,2020-02-18,4
8349,上海,2020-02-20,4
8350,上海,2020-02-23,3
8351,上海,2020-02-24,2
8352,上海,2020-02-28,1
8353,上海,2020-03-04,0
8354,重庆,2020-01-27,1
8355,重庆,2020-01-29,2
8356,重庆,2020-01-30,3
8357,重庆,2020-02-01,4
8358,重庆,2020-02-02,6
8359,重庆,2020-02-03,7
8360,重庆,2020-02-04,8
8361,重庆,2020-02-10,9
8362,重庆,2020-02-12,10
8363,重庆,2020-02-13,14
8364,重庆,2020-02-14,13
8365,重庆,2020-02-16,12
8366,重庆,2020-02-19,10
8367,重庆,2020-02-25,7
8368,重庆,2020-03-02,6
8369,重庆,2020-03-03,5
8370,重庆,2020-03-05,4
8371,重庆,2020-03-07,3
8372,重庆,2020-03-08,2
8373,重庆,2020-03-10,1
8374,重庆,2020-03-12,0
8375,上海,2020-01-27,9
8376,上海,2020-01-28,12
8377,上海,2020-01-29,13
8378,上海,2020-01-30,22
8379,上海,2020-01-31,27
8380,上海,2020-02-01,32
8381,上海,2020-02-02,39
8382,上海,2020-02-03,40
8383,上海,2020-02-04,45
8384,上海,2020-02-05,44
8385,上海,2020-02-06,44
8386,上海,2020-02-07,47
8387,上海,2020-02-08,48
8388,上海,2020-02-09,47
8389,上海,2020-02-11,46
8390,上海,2020-02-12,44
8391,上海,2020-02-14,33
8392,上海,2020-02-15,30
8393,上海,2020-02-16,28
8394,上海,2020-02-17,27
8395,上海,2020-02-18,23
8396,上海,2020-02-20,22
8397,上海,2020-02-21,18
8398,上海,2020-02-22,17
8399,上海,2020-02-23,12
8400,上海,2020-02-24,11
8401,上海,2020-02-25,10
8402,上海,2020-02-27,9
8403,上海,2020-02-28,8
8404,上海,2020-03-02,8
8405,上海,2020-03-05,7
8406,上海,2020-03-06,6
8407,上海,2020-03-07,4
8408,上海,2020-03-08,3
8409,上海,2020-03-13,2
8410,重庆,2020-01-27,1
8411,重庆,2020-01-30,2
8412,重庆,2020-02-10,0
8413,上海,2020-01-27,2
8414,上海,2020-02-04,4
8415,上海,2020-02-05,5
8416,上海,2020-02-06,4
8417,上海,2020-02-07,3
8418,上海,2020-02-14,2
8419,上海,2020-02-15,1
8420,上海,2020-02-16,0
8421,上海,2020-02-25,1
8422,上海,2020-03-09,0
8423,海南,2020-01-27,1
8424,海南,2020-01-29,3
8425,海南,2020-01-30,4
8426,海南,2020-02-01,5
8427,海南,2020-02-02,6
8428,海南,2020-02-09,5
8429,海南,2020-02-14,4
8430,海南,2020-02-16,2
8431,海南,2020-02-18,1
8432,海南,2020-02-28,0
8433,湖北,2020-01-27,1
8434,湖北,2020-01-28,3
8435,湖北,2020-01-29,5
8436,湖北,2020-01-30,5
8437,湖北,2020-02-03,8
8438,湖北,2020-02-09,4
8439,湖北,2020-02-11,3
8440,湖北,2020-02-12,2
8441,湖北,2020-02-17,0
8442,湖北,2020-02-21,1
8443,湖北,2020-02-29,0
8444,山东,2020-01-27,1
8445,山东,2020-01-28,3
8446,山东,2020-01-31,5
8447,山东,2020-02-01,9
8448,山东,2020-02-02,10
8449,山东,2020-02-03,11
8450,山东,2020-02-04,13
8451,山东,2020-02-05,17
8452,山东,2020-02-06,19
8453,山东,2020-02-08,22
8454,山东,2020-02-09,25
8455,山东,2020-02-10,31
8456,山东,2020-02-12,28
8457,山东,2020-02-15,27
8458,山东,2020-02-17,26
8459,山东,2020-02-18,25
8460,山东,2020-02-19,23
8461,山东,2020-02-20,21
8462,山东,2020-02-21,16
8463,山东,2020-02-22,13
8464,山东,2020-02-24,11
8465,山东,2020-02-26,10
8466,山东,2020-02-27,9
8467,山东,2020-02-28,7
8468,山东,2020-02-29,3
8469,山东,2020-03-01,0
8470,河北,2020-01-27,1
8471,河北,2020-01-28,3
8472,河北,2020-01-30,7
8473,河北,2020-01-31,8
8474,河北,2020-02-01,11
8475,河北,2020-02-04,12
8476,河北,2020-02-05,17
8477,河北,2020-02-06,19
8478,河北,2020-02-07,21
8479,河北,2020-02-08,25
8480,河北,2020-02-09,26
8481,河北,2020-02-10,29
8482,河北,2020-02-11,30
8483,河北,2020-02-12,32
8484,河北,2020-02-13,39
8485,河北,2020-02-14,42
8486,河北,2020-02-15,42
8487,河北,2020-02-17,40
8488,河北,2020-02-18,43
8489,河北,2020-02-19,42
8490,河北,2020-02-20,40
8491,河北,2020-02-21,37
8492,河北,2020-02-22,37
8493,河北,2020-02-24,30
8494,河北,2020-02-25,27
8495,河北,2020-02-26,21
8496,河北,2020-02-27,17
8497,河北,2020-02-28,16
8498,河北,2020-02-29,15
8499,河北,2020-03-01,9
